"","study","sample","experiment","run","ftp"
"962","SRP079058","SRS1576035","SRX1966478","SRR3937186","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937186/SRR3937186.sra"
"963","SRP079058","SRS1574816","SRX1965260","SRR3935968","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935968/SRR3935968.sra"
"964","SRP079058","SRS1574813","SRX1965257","SRR3935965","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935965/SRR3935965.sra"
"965","SRP079058","SRS1576760","SRX1967203","SRR3937911","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937911/SRR3937911.sra"
"966","SRP079058","SRS1574110","SRX1964554","SRR3935262","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935262/SRR3935262.sra"
"967","SRP079058","SRS1575520","SRX1965963","SRR3936671","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936671/SRR3936671.sra"
"968","SRP079058","SRS1573466","SRX1963910","SRR3934618","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934618/SRR3934618.sra"
"969","SRP079058","SRS1574454","SRX1964899","SRR3935607","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935607/SRR3935607.sra"
"970","SRP079058","SRS1575195","SRX1965639","SRR3936347","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936347/SRR3936347.sra"
"971","SRP079058","SRS1574588","SRX1965031","SRR3935739","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935739/SRR3935739.sra"
"972","SRP079058","SRS1576764","SRX1967207","SRR3937915","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937915/SRR3937915.sra"
"973","SRP079058","SRS1575666","SRX1966112","SRR3936820","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936820/SRR3936820.sra"
"974","SRP079058","SRS1574596","SRX1965040","SRR3935748","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935748/SRR3935748.sra"
"975","SRP079058","SRS1574936","SRX1965380","SRR3936088","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936088/SRR3936088.sra"
"976","SRP079058","SRS1575196","SRX1965640","SRR3936348","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936348/SRR3936348.sra"
"977","SRP079058","SRS1573459","SRX1963903","SRR3934611","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934611/SRR3934611.sra"
"978","SRP079058","SRS1573477","SRX1963921","SRR3934629","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934629/SRR3934629.sra"
"979","SRP079058","SRS1575317","SRX1965761","SRR3936469","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936469/SRR3936469.sra"
"980","SRP079058","SRS1576428","SRX1966871","SRR3937579","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937579/SRR3937579.sra"
"981","SRP079058","SRS1576429","SRX1966874","SRR3937582","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937582/SRR3937582.sra"
"982","SRP079058","SRS1573487","SRX1963931","SRR3934639","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934639/SRR3934639.sra"
"983","SRP079058","SRS1573488","SRX1963933","SRR3934641","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934641/SRR3934641.sra"
"984","SRP079058","SRS1573857","SRX1964300","SRR3935008","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935008/SRR3935008.sra"
"985","SRP079058","SRS1576172","SRX1966615","SRR3937323","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937323/SRR3937323.sra"
"986","SRP079058","SRS1576776","SRX1967218","SRR3937926","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937926/SRR3937926.sra"
"987","SRP079058","SRS1574241","SRX1964685","SRR3935393","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935393/SRR3935393.sra"
"988","SRP079058","SRS1576430","SRX1966873","SRR3937581","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937581/SRR3937581.sra"
"989","SRP079058","SRS1575322","SRX1965765","SRR3936473","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936473/SRR3936473.sra"
"990","SRP079058","SRS1573626","SRX1964070","SRR3934778","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934778/SRR3934778.sra"
"991","SRP079058","SRS1574611","SRX1965054","SRR3935762","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935762/SRR3935762.sra"
"992","SRP079058","SRS1575815","SRX1966259","SRR3936967","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936967/SRR3936967.sra"
"993","SRP079058","SRS1574255","SRX1964699","SRR3935407","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935407/SRR3935407.sra"
"994","SRP079058","SRS1574256","SRX1964700","SRR3935408","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935408/SRR3935408.sra"
"995","SRP079058","SRS1575337","SRX1965781","SRR3936489","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936489/SRR3936489.sra"
"996","SRP079058","SRS1576451","SRX1966895","SRR3937603","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937603/SRR3937603.sra"
"997","SRP079058","SRS1574529","SRX1964973","SRR3935681","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935681/SRR3935681.sra"
"998","SRP079058","SRS1575270","SRX1965715","SRR3936423","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936423/SRR3936423.sra"
"999","SRP079058","SRS1574511","SRX1964955","SRR3935663","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935663/SRR3935663.sra"
"1000","SRP079058","SRS1574229","SRX1964671","SRR3935379","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935379/SRR3935379.sra"
"1001","SRP079058","SRS1576044","SRX1966488","SRR3937196","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937196/SRR3937196.sra"
"1002","SRP079058","SRS1573874","SRX1964318","SRR3935026","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935026/SRR3935026.sra"
"1003","SRP079058","SRS1575560","SRX1966004","SRR3936712","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936712/SRR3936712.sra"
"1004","SRP079058","SRS1576461","SRX1966904","SRR3937612","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937612/SRR3937612.sra"
"1005","SRP079058","SRS1573399","SRX1963843","SRR3934551","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934551/SRR3934551.sra"
"1006","SRP079058","SRS1573750","SRX1964192","SRR3934900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934900/SRR3934900.sra"
"1007","SRP079058","SRS1575552","SRX1965996","SRR3936704","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936704/SRR3936704.sra"
"1008","SRP079058","SRS1574267","SRX1964711","SRR3935419","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935419/SRR3935419.sra"
"1009","SRP079058","SRS1575343","SRX1965788","SRR3936496","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936496/SRR3936496.sra"
"1010","SRP079058","SRS1574260","SRX1964702","SRR3935410","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935410/SRR3935410.sra"
"1011","SRP079058","SRS1573643","SRX1964087","SRR3934795","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934795/SRR3934795.sra"
"1012","SRP079058","SRS1574847","SRX1965291","SRR3935999","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935999/SRR3935999.sra"
"1013","SRP079058","SRS1575351","SRX1965795","SRR3936503","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936503/SRR3936503.sra"
"1014","SRP079058","SRS1576333","SRX1966774","SRR3937482","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937482/SRR3937482.sra"
"1015","SRP079058","SRS1573516","SRX1963960","SRR3934668","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934668/SRR3934668.sra"
"1016","SRP079058","SRS1575598","SRX1966042","SRR3936750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936750/SRR3936750.sra"
"1017","SRP079058","SRS1575575","SRX1966019","SRR3936727","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936727/SRR3936727.sra"
"1018","SRP079058","SRS1574630","SRX1965075","SRR3935783","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935783/SRR3935783.sra"
"1019","SRP079058","SRS1573404","SRX1963848","SRR3934556","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934556/SRR3934556.sra"
"1020","SRP079058","SRS1575578","SRX1966022","SRR3936730","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936730/SRR3936730.sra"
"1021","SRP079058","SRS1574862","SRX1965306","SRR3936014","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936014/SRR3936014.sra"
"1022","SRP079058","SRS1576692","SRX1967135","SRR3937843","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937843/SRR3937843.sra"
"1023","SRP079058","SRS1573787","SRX1964231","SRR3934939","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934939/SRR3934939.sra"
"1024","SRP079058","SRS1573781","SRX1964225","SRR3934933","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934933/SRR3934933.sra"
"1025","SRP079058","SRS1573782","SRX1964226","SRR3934934","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934934/SRR3934934.sra"
"1026","SRP079058","SRS1574507","SRX1964950","SRR3935658","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935658/SRR3935658.sra"
"1027","SRP079058","SRS1575604","SRX1966048","SRR3936756","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936756/SRR3936756.sra"
"1028","SRP079058","SRS1575257","SRX1965700","SRR3936408","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936408/SRR3936408.sra"
"1029","SRP079058","SRS1575265","SRX1965709","SRR3936417","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936417/SRR3936417.sra"
"1030","SRP079058","SRS1575606","SRX1966050","SRR3936758","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936758/SRR3936758.sra"
"1031","SRP079058","SRS1575609","SRX1966053","SRR3936761","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936761/SRR3936761.sra"
"1032","SRP079058","SRS1573418","SRX1963862","SRR3934570","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934570/SRR3934570.sra"
"1033","SRP079058","SRS1576696","SRX1967140","SRR3937848","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937848/SRR3937848.sra"
"1034","SRP079058","SRS1573687","SRX1964131","SRR3934839","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934839/SRR3934839.sra"
"1035","SRP079058","SRS1575602","SRX1966046","SRR3936754","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936754/SRR3936754.sra"
"1036","SRP079058","SRS1575973","SRX1966418","SRR3937126","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937126/SRR3937126.sra"
"1037","SRP079058","SRS1576446","SRX1966888","SRR3937596","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937596/SRR3937596.sra"
"1038","SRP079058","SRS1575332","SRX1965774","SRR3936482","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936482/SRR3936482.sra"
"1039","SRP079058","SRS1575219","SRX1965664","SRR3936372","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936372/SRR3936372.sra"
"1040","SRP079058","SRS1573879","SRX1964324","SRR3935032","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935032/SRR3935032.sra"
"1041","SRP079058","SRS1575978","SRX1966422","SRR3937130","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937130/SRR3937130.sra"
"1042","SRP079058","SRS1573801","SRX1964245","SRR3934953","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934953/SRR3934953.sra"
"1043","SRP079058","SRS1574198","SRX1964643","SRR3935351","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935351/SRR3935351.sra"
"1044","SRP079058","SRS1574190","SRX1964634","SRR3935342","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935342/SRR3935342.sra"
"1045","SRP079058","SRS1574068","SRX1964513","SRR3935221","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935221/SRR3935221.sra"
"1046","SRP079058","SRS1575136","SRX1965580","SRR3936288","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936288/SRR3936288.sra"
"1047","SRP079058","SRS1575984","SRX1966428","SRR3937136","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937136/SRR3937136.sra"
"1048","SRP079058","SRS1575612","SRX1966056","SRR3936764","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936764/SRR3936764.sra"
"1049","SRP079058","SRS1575023","SRX1965468","SRR3936176","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936176/SRR3936176.sra"
"1050","SRP079058","SRS1574199","SRX1964644","SRR3935352","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935352/SRR3935352.sra"
"1051","SRP079058","SRS1575025","SRX1965470","SRR3936178","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936178/SRR3936178.sra"
"1052","SRP079058","SRS1573214","SRX1963658","SRR3934366","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934366/SRR3934366.sra"
"1053","SRP079058","SRS1575481","SRX1965926","SRR3936634","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936634/SRR3936634.sra"
"1054","SRP079058","SRS1574299","SRX1964743","SRR3935451","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935451/SRR3935451.sra"
"1055","SRP079058","SRS1575016","SRX1965460","SRR3936168","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936168/SRR3936168.sra"
"1056","SRP079058","SRS1575380","SRX1965825","SRR3936533","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936533/SRR3936533.sra"
"1057","SRP079058","SRS1573551","SRX1963995","SRR3934703","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934703/SRR3934703.sra"
"1058","SRP079058","SRS1574315","SRX1964761","SRR3935469","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935469/SRR3935469.sra"
"1059","SRP079058","SRS1575391","SRX1965835","SRR3936543","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936543/SRR3936543.sra"
"1060","SRP079058","SRS1575383","SRX1965828","SRR3936536","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936536/SRR3936536.sra"
"1061","SRP079058","SRS1575385","SRX1965830","SRR3936538","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936538/SRR3936538.sra"
"1062","SRP079058","SRS1574658","SRX1965101","SRR3935809","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935809/SRR3935809.sra"
"1063","SRP079058","SRS1573912","SRX1964356","SRR3935064","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935064/SRR3935064.sra"
"1064","SRP079058","SRS1573916","SRX1964360","SRR3935068","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935068/SRR3935068.sra"
"1065","SRP079058","SRS1573807","SRX1964251","SRR3934959","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934959/SRR3934959.sra"
"1066","SRP079058","SRS1576378","SRX1966822","SRR3937530","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937530/SRR3937530.sra"
"1067","SRP079058","SRS1576382","SRX1966826","SRR3937534","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937534/SRR3937534.sra"
"1068","SRP079058","SRS1575280","SRX1965724","SRR3936432","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936432/SRR3936432.sra"
"1069","SRP079058","SRS1573554","SRX1963997","SRR3934705","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934705/SRR3934705.sra"
"1070","SRP079058","SRS1576133","SRX1966577","SRR3937285","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937285/SRR3937285.sra"
"1071","SRP079058","SRS1575035","SRX1965479","SRR3936187","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936187/SRR3936187.sra"
"1072","SRP079058","SRS1576124","SRX1966567","SRR3937275","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937275/SRR3937275.sra"
"1073","SRP079058","SRS1573955","SRX1964398","SRR3935106","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935106/SRR3935106.sra"
"1074","SRP079058","SRS1574806","SRX1965250","SRR3935958","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935958/SRR3935958.sra"
"1075","SRP079058","SRS1573730","SRX1964174","SRR3934882","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934882/SRR3934882.sra"
"1076","SRP079058","SRS1574107","SRX1964550","SRR3935258","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935258/SRR3935258.sra"
"1077","SRP079058","SRS1574522","SRX1964967","SRR3935675","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935675/SRR3935675.sra"
"1078","SRP079058","SRS1575974","SRX1966417","SRR3937125","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937125/SRR3937125.sra"
"1079","SRP079058","SRS1575979","SRX1966423","SRR3937131","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937131/SRR3937131.sra"
"1080","SRP079058","SRS1574525","SRX1964970","SRR3935678","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935678/SRR3935678.sra"
"1081","SRP079058","SRS1574112","SRX1964556","SRR3935264","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935264/SRR3935264.sra"
"1082","SRP079058","SRS1575301","SRX1965745","SRR3936453","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936453/SRR3936453.sra"
"1083","SRP079058","SRS1576286","SRX1966726","SRR3937434","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937434/SRR3937434.sra"
"1084","SRP079058","SRS1573481","SRX1963925","SRR3934633","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934633/SRR3934633.sra"
"1085","SRP079058","SRS1576765","SRX1967208","SRR3937916","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937916/SRR3937916.sra"
"1086","SRP079058","SRS1575188","SRX1965633","SRR3936341","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936341/SRR3936341.sra"
"1087","SRP079058","SRS1573475","SRX1963919","SRR3934627","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934627/SRR3934627.sra"
"1088","SRP079058","SRS1573468","SRX1963912","SRR3934620","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934620/SRR3934620.sra"
"1089","SRP079058","SRS1573365","SRX1963809","SRR3934517","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934517/SRR3934517.sra"
"1090","SRP079058","SRS1576748","SRX1967191","SRR3937899","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937899/SRR3937899.sra"
"1091","SRP079058","SRS1573472","SRX1963916","SRR3934624","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934624/SRR3934624.sra"
"1092","SRP079058","SRS1573735","SRX1964178","SRR3934886","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934886/SRR3934886.sra"
"1093","SRP079058","SRS1576655","SRX1967098","SRR3937806","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937806/SRR3937806.sra"
"1094","SRP079058","SRS1576036","SRX1966481","SRR3937189","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937189/SRR3937189.sra"
"1095","SRP079058","SRS1574584","SRX1965028","SRR3935736","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935736/SRR3935736.sra"
